tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
970,02:38.1,18:48.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3142,1 Ave & E 62 St,40.7612274,-73.96094022,30699,Subscriber,1970,2
810,03:03.9,16:34.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,21212,Subscriber,1981,1
171,10:17.3,13:08.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,449,W 52 St & 9 Ave,40.76461837,-73.98789473,28470,Subscriber,1964,1
344,30:08.1,35:52.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,500,Broadway & W 51 St,40.76228826,-73.98336183,19153,Subscriber,1976,1
178,34:12.3,37:10.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,449,W 52 St & 9 Ave,40.76461837,-73.98789473,33115,Subscriber,1977,1
441,53:34.1,00:55.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,525,W 34 St & 11 Ave,40.75594159,-74.0021163,18039,Subscriber,1962,1
528,57:00.5,05:48.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,30853,Subscriber,1985,1
318,00:45.8,06:04.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,514,12 Ave & W 40 St,40.76087502,-74.00277668,20700,Subscriber,1970,1
1269,20:56.5,42:05.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,17592,Subscriber,1956,1
262,46:07.1,50:30.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,515,W 43 St & 10 Ave,40.76009437,-73.99461843,31227,Subscriber,1965,1
337,11:21.0,16:58.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,16780,Subscriber,1982,1
482,25:47.2,33:49.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,525,W 34 St & 11 Ave,40.75594159,-74.0021163,30993,Subscriber,1962,1
1786,40:16.5,10:03.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,301,E 2 St & Avenue B,40.72217444,-73.98368779,31439,Subscriber,1964,1
762,48:02.5,00:44.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,525,W 34 St & 11 Ave,40.75594159,-74.0021163,33115,Subscriber,1987,1
792,56:57.6,10:09.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3255,8 Ave & W 31 St,40.75058535,-73.99468482,20174,Subscriber,1965,1
779,58:59.6,11:59.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,212,W 16 St & The High Line,40.74334935,-74.00681753,20503,Subscriber,1985,1
485,06:46.7,14:51.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,484,W 44 St & 5 Ave,40.75500254,-73.98014437,30993,Subscriber,1977,1
639,08:08.6,18:47.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,33428,Subscriber,1970,1
593,11:00.5,20:54.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,16935,Subscriber,1981,1
582,13:50.5,23:33.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,17344,Subscriber,1985,1
713,30:47.6,42:41.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,31645,Subscriber,1964,1
379,39:06.3,45:26.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,457,Broadway & W 58 St,40.76695317,-73.98169333,33018,Subscriber,1986,1
595,56:28.8,06:23.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,24336,Subscriber,1985,1
339,59:26.9,05:06.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,33434,Subscriber,1960,1
185,10:33.1,13:38.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,530,11 Ave & W 59 St,40.771522,-73.990541,24336,Subscriber,1982,1
1239,12:43.6,33:22.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,28033,Subscriber,1959,1
636,27:10.7,37:47.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,33212,Subscriber,1993,1
187,28:35.7,31:43.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,450,W 49 St & 8 Ave,40.76227205,-73.98788205,17711,Subscriber,1982,2
1023,30:24.3,47:27.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,17969,Subscriber,1958,1
1287,30:25.2,51:52.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,345,W 13 St & 6 Ave,40.73649403,-73.99704374,32515,Subscriber,1974,1
183,00:07.5,03:11.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,508,W 46 St & 11 Ave,40.76341379,-73.99667444,31391,Subscriber,1982,1
638,02:38.5,13:17.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,31294,Subscriber,1957,1
752,08:38.4,21:10.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3255,8 Ave & W 31 St,40.75058535,-73.99468482,20530,Subscriber,1969,1
524,50:27.7,59:12.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,529,W 42 St & 8 Ave,40.7575699,-73.99098507,31494,Subscriber,1988,1
1233,28:56.9,49:30.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,536,1 Ave & E 30 St,40.74144387,-73.97536082,26729,Subscriber,1956,1
445,56:19.1,03:44.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,30298,Subscriber,1987,1
379,24:42.6,31:02.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,17056,Subscriber,1983,1
1780,41:18.9,10:59.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,26062,Subscriber,1994,2
487,49:38.3,57:46.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,468,Broadway & W 56 St,40.7652654,-73.98192338,21248,Subscriber,1954,1
1809,16:09.8,46:19.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,305,E 58 St & 3 Ave,40.76095756,-73.96724467,32365,Subscriber,1969,1
1897,51:47.4,23:24.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,363,West Thames St,40.70834698,-74.01713445,31639,Subscriber,1973,2
178,13:26.0,16:24.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,28898,Subscriber,1974,1
1209,39:55.8,00:05.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,442,W 27 St & 7 Ave,40.746647,-73.993915,31453,Subscriber,1978,1
830,48:12.3,02:03.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,515,W 43 St & 10 Ave,40.76009437,-73.99461843,32539,Subscriber,1983,1
948,10:05.8,25:53.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,253,W 13 St & 5 Ave,40.73543934,-73.99453948,33019,Subscriber,1968,1
951,11:09.7,27:01.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,486,Broadway & W 29 St,40.7462009,-73.98855723,32667,Subscriber,1983,2
1006,34:25.1,51:11.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,168,W 18 St & 6 Ave,40.73971301,-73.99456405,26577,Subscriber,1962,1
505,43:30.1,51:55.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,30341,Subscriber,1986,1
288,16:31.3,21:19.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,447,8 Ave & W 52 St,40.76370739,-73.9851615,32354,Subscriber,1974,1
328,30:49.7,36:18.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,514,12 Ave & W 40 St,40.76087502,-74.00277668,30592,Subscriber,1967,1
240,32:10.0,36:10.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,15126,Subscriber,1951,1
1460,43:07.9,07:28.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3658,W 18 St & 9 Ave,40.74353373,-74.00367558,30517,Subscriber,1994,2
156,57:35.4,00:12.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,495,W 47 St & 10 Ave,40.76269882,-73.99301222,19355,Subscriber,1992,1
3233,23:39.0,17:32.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,32090,Subscriber,1983,1
907,51:56.5,07:03.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,30649,Subscriber,1985,1
213,02:39.1,06:12.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,32226,Subscriber,1970,1
1486,12:29.4,37:16.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,505,6 Ave & W 33 St,40.74901271,-73.98848395,32156,Subscriber,1963,1
388,58:50.2,05:18.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,31882,Subscriber,1996,1
1210,02:59.7,23:09.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,346,Bank St & Hudson St,40.73652889,-74.00618026,30390,Subscriber,1977,2
307,15:54.2,21:01.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,515,W 43 St & 10 Ave,40.76009437,-73.99461843,27003,Subscriber,1994,1
355,09:37.0,15:32.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,16258,Subscriber,1983,1
549,36:36.3,45:45.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,468,Broadway & W 56 St,40.7652654,-73.98192338,26930,Subscriber,1954,1
797,01:48.3,15:06.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,498,Broadway & W 32 St,40.74854862,-73.98808416,29876,Subscriber,1980,2
812,24:18.9,37:50.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,31071,Subscriber,1967,1
1067,42:16.0,00:03.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,32666,Subscriber,1962,2
1054,48:33.3,06:07.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,346,Bank St & Hudson St,40.73652889,-74.00618026,32918,Subscriber,1983,1
1638,17:17.0,44:35.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,238,Bank St & Washington St,40.7361967,-74.00859207,26435,Customer,1969,0
1646,17:27.0,44:54.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,238,Bank St & Washington St,40.7361967,-74.00859207,33232,Customer,1969,0
600,49:32.1,59:32.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3159,W 67 St & Broadway,40.77492513,-73.98266566,17099,Subscriber,1976,2
587,49:32.5,59:19.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3159,W 67 St & Broadway,40.77492513,-73.98266566,16331,Subscriber,1973,1
688,56:10.3,07:38.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3659,W 17 St & 9 Ave,40.74294892,-74.00413692,25435,Subscriber,1963,1
153,01:11.4,03:45.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,508,W 46 St & 11 Ave,40.76341379,-73.99667444,31333,Subscriber,1983,1
969,04:59.2,21:08.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,31038,Customer,1969,0
969,04:59.4,21:09.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,18102,Subscriber,1992,2
642,34:00.1,44:42.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,16388,Subscriber,1966,2
853,36:50.0,51:03.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,466,W 25 St & 6 Ave,40.74395411,-73.99144871,31203,Subscriber,1979,1
1285,51:11.2,12:36.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,15846,Subscriber,1991,2
1279,51:21.7,12:40.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,31356,Customer,1969,0
779,52:55.5,05:55.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,492,W 33 St & 7 Ave,40.75019995,-73.99093085,32845,Subscriber,1980,1
779,52:55.9,05:55.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,492,W 33 St & 7 Ave,40.75019995,-73.99093085,19319,Subscriber,1985,2
355,54:36.8,00:32.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,31049,Subscriber,1996,1
577,01:24.0,11:01.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,459,W 20 St & 11 Ave,40.746745,-74.007756,18938,Subscriber,1986,1
795,03:58.1,17:13.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,16573,Subscriber,1991,2
1168,25:48.6,45:17.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3641,Broadway & W 25 St,40.74286877,-73.98918629,27937,Subscriber,1985,2
1607,16:42.4,43:29.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3467,W Broadway & Spring Street,40.72494672,-74.00165856,30275,Subscriber,1990,1
911,39:37.3,54:49.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,29940,Subscriber,1985,1
663,50:22.1,01:25.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3635,W 36 St & 9 Ave,40.75462324,-73.99516761,15607,Subscriber,1981,1
717,00:14.3,12:11.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,32704,Subscriber,1980,1
1601,06:03.8,32:45.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3474,6 Ave & Spring St,40.7252557,-74.00412083,33142,Subscriber,1989,2
2421,13:17.2,53:38.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,15603,Customer,1969,0
333,20:55.3,26:28.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,449,W 52 St & 9 Ave,40.76461837,-73.98789473,16192,Subscriber,1960,2
1907,21:45.1,53:32.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,18498,Subscriber,1993,2
367,43:26.8,49:33.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,27946,Subscriber,1996,2
1594,58:30.8,25:05.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,499,Broadway & W 60 St,40.76915505,-73.98191841,15063,Customer,1986,1
1594,58:49.3,25:23.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,499,Broadway & W 60 St,40.76915505,-73.98191841,15582,Customer,1993,2
1568,59:27.5,25:36.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,499,Broadway & W 60 St,40.76915505,-73.98191841,21547,Customer,1986,1
1329,01:36.8,23:46.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,32524,Subscriber,1964,1
409,37:52.0,44:41.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,15603,Subscriber,1979,1
751,31:51.4,44:22.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,462,W 22 St & 10 Ave,40.74691959,-74.00451887,32704,Subscriber,1982,1
235,08:15.5,12:11.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,29958,Subscriber,1965,1
930,42:12.5,57:43.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,498,Broadway & W 32 St,40.74854862,-73.98808416,17014,Subscriber,1980,2
1945,42:20.3,14:46.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3435,Grand St & Elizabeth St,40.718822,-73.99596,32524,Subscriber,1959,2
318,05:27.3,10:46.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,514,12 Ave & W 40 St,40.76087502,-74.00277668,18498,Subscriber,1956,1
1435,57:00.4,20:55.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,514,12 Ave & W 40 St,40.76087502,-74.00277668,17904,Subscriber,1992,2
426,39:01.9,46:08.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,20698,Subscriber,1991,2
487,49:48.7,57:56.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,468,Broadway & W 56 St,40.7652654,-73.98192338,21517,Subscriber,1954,1
1192,15:54.5,35:47.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,496,E 16 St & 5 Ave,40.73726186,-73.99238967,33260,Subscriber,1980,1
1007,43:52.3,00:39.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,440,E 45 St & 3 Ave,40.75255434,-73.97282625,31228,Subscriber,1987,1
577,45:43.1,55:20.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,26997,Subscriber,1978,1
681,52:50.0,04:11.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,32564,Subscriber,1993,2
362,58:05.6,04:07.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,468,Broadway & W 56 St,40.7652654,-73.98192338,17226,Subscriber,1968,1
408,00:25.0,07:13.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,499,Broadway & W 60 St,40.76915505,-73.98191841,29910,Subscriber,1988,1
452,00:47.6,08:20.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,477,W 41 St & 8 Ave,40.75640548,-73.9900262,17006,Subscriber,1986,1
708,04:15.5,16:04.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,520,W 52 St & 5 Ave,40.75992262,-73.97648516,15627,Subscriber,1989,1
400,18:04.6,24:45.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,16804,Subscriber,1992,1
881,32:50.8,47:32.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,33218,Subscriber,1967,1
922,35:48.9,51:11.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16442,Subscriber,1981,1
861,09:54.4,24:15.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,492,W 33 St & 7 Ave,40.75019995,-73.99093085,32391,Subscriber,1987,1
489,23:32.1,31:42.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,28378,Subscriber,1947,1
526,42:31.1,51:17.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,468,Broadway & W 56 St,40.7652654,-73.98192338,31837,Subscriber,1954,1
588,44:24.0,54:12.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,26757,Subscriber,1966,2
668,09:14.4,20:23.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,520,W 52 St & 5 Ave,40.75992262,-73.97648516,33334,Subscriber,1967,1
524,12:02.6,20:46.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,523,W 38 St & 8 Ave,40.75466591,-73.99138152,21369,Subscriber,1967,1
938,12:15.2,27:53.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,31606,Customer,1969,0
912,12:47.5,28:00.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3457,E 58 St & Madison Ave,40.76302594,-73.97209525,32185,Customer,1969,0
1272,28:51.7,50:03.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,482,W 15 St & 7 Ave,40.73935542,-73.99931783,30483,Subscriber,1971,1
1451,48:09.8,12:21.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,28145,Customer,1969,0
1124,48:33.0,07:17.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,31584,Subscriber,1989,1
851,52:29.7,06:41.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,32472,Subscriber,1967,1
1583,12:28.3,38:51.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,25648,Subscriber,1959,2
1572,12:47.0,38:59.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,426,West St & Chambers St,40.71754834,-74.01322069,31083,Subscriber,1952,1
3185,24:59.1,18:04.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,21297,Customer,1969,0
1206,54:30.4,14:37.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,459,W 20 St & 11 Ave,40.746745,-74.007756,32212,Customer,1969,0
1671,07:43.5,35:34.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,30641,Subscriber,1985,1
705,14:28.7,26:13.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,33309,Subscriber,1955,1
1551,22:47.7,48:39.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,72,W 52 St & 11 Ave,40.76727216,-73.99392888,21297,Customer,1969,0
1380,37:46.0,00:46.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15963,Subscriber,1978,1
736,47:27.3,59:43.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,519,Pershing Square North,40.751873,-73.977706,32367,Subscriber,1985,1
651,10:23.4,21:15.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,388,W 26 St & 10 Ave,40.74971775,-74.00295035,32727,Subscriber,1959,1
741,18:46.2,31:07.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,441,E 52 St & 2 Ave,40.756014,-73.967416,33338,Customer,1969,0
742,18:45.9,31:08.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,441,E 52 St & 2 Ave,40.756014,-73.967416,16195,Customer,1969,0
649,24:32.1,35:21.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,32212,Subscriber,1978,1
591,37:08.0,46:59.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,32853,Subscriber,1996,1
811,39:16.0,52:47.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,212,W 16 St & The High Line,40.74334935,-74.00681753,31320,Subscriber,1963,1
290,44:50.7,49:41.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,15846,Subscriber,1947,1
264,48:22.2,52:47.0,72,W 52 St & 11 Ave,40.76727216,-73.99392888,447,8 Ave & W 52 St,40.76370739,-73.9851615,30825,Subscriber,1974,1
257,50:39.8,54:56.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,449,W 52 St & 9 Ave,40.76461837,-73.98789473,16666,Subscriber,1979,1
765,52:12.4,04:57.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,21297,Subscriber,1964,1
1176,52:28.0,12:04.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,30498,Customer,1969,0
1158,52:40.7,11:59.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,17106,Subscriber,1993,1
607,12:12.9,22:20.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,490,8 Ave & W 33 St,40.751551,-73.993934,33235,Subscriber,1982,1
1058,24:29.3,42:07.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,525,W 34 St & 11 Ave,40.75594159,-74.0021163,30634,Subscriber,1973,2
728,41:16.6,53:24.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,458,11 Ave & W 27 St,40.751396,-74.005226,18950,Subscriber,1988,2
1127,23:10.5,41:57.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,346,Bank St & Hudson St,40.73652889,-74.00618026,31073,Subscriber,1977,2
138,23:47.5,26:06.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,449,W 52 St & 9 Ave,40.76461837,-73.98789473,33309,Subscriber,1971,1
740,46:42.2,59:02.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,505,6 Ave & W 33 St,40.74901271,-73.98848395,17443,Subscriber,1969,0
2142,28:03.6,03:46.6,72,W 52 St & 11 Ave,40.76727216,-73.99392888,448,W 37 St & 10 Ave,40.75660359,-73.9979009,29407,Subscriber,1996,1
425,55:45.5,02:50.8,72,W 52 St & 11 Ave,40.76727216,-73.99392888,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,30059,Subscriber,1979,1
248,04:51.4,08:59.9,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,30307,Subscriber,1965,1
1247,46:51.7,07:39.5,72,W 52 St & 11 Ave,40.76727216,-73.99392888,248,Laight St & Hudson St,40.72185379,-74.00771779,27840,Subscriber,1984,1
3739,09:23.9,11:43.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,484,W 44 St & 5 Ave,40.75500254,-73.98014437,15554,Subscriber,1990,2
595,28:34.2,38:30.2,72,W 52 St & 11 Ave,40.76727216,-73.99392888,465,Broadway & W 41 St,40.75513557,-73.98658032,21136,Subscriber,1996,1
352,33:20.5,39:13.1,72,W 52 St & 11 Ave,40.76727216,-73.99392888,479,9 Ave & W 45 St,40.76019252,-73.9912551,20272,Subscriber,1974,1
452,52:25.0,59:57.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,31632,Subscriber,1987,1
432,52:34.9,59:47.7,72,W 52 St & 11 Ave,40.76727216,-73.99392888,173,Broadway & W 49 St,40.76068327,-73.98452729,17594,Subscriber,1983,1
720,09:18.9,21:19.3,72,W 52 St & 11 Ave,40.76727216,-73.99392888,484,W 44 St & 5 Ave,40.75500254,-73.98014437,29894,Subscriber,1992,1
1165,26:17.2,45:42.4,72,W 52 St & 11 Ave,40.76727216,-73.99392888,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,15968,Subscriber,1993,2
