tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
342,42:39.9,48:22.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,128,MacDougal St & Prince St,40.72710258,-74.00297088,30286,Subscriber,1965,1
387,00:29.3,06:57.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,355,Bayard St & Baxter St,40.71602118,-73.99974372,15014,Subscriber,1956,1
478,11:28.7,19:27.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3435,Grand St & Elizabeth St,40.718822,-73.99596,25741,Customer,1969,0
459,48:39.4,56:19.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,319,Fulton St & Broadway,40.711066,-74.009447,33334,Subscriber,1979,1
439,52:51.8,00:11.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,127,Barrow St & Hudson St,40.73172428,-74.00674436,20683,Subscriber,1993,2
241,58:58.8,03:00.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,386,Centre St & Worth St,40.71494807,-74.00234482,31282,Subscriber,1987,1
660,03:44.4,14:45.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,483,E 12 St & 3 Ave,40.73223272,-73.98889957,29975,Subscriber,1992,1
390,05:42.6,12:13.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,2009,Catherine St & Monroe St,40.71117444,-73.99682619,33100,Subscriber,1969,0
185,20:50.4,23:55.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,18977,Subscriber,1953,1
420,37:39.3,44:40.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19783,Subscriber,1974,1
1594,45:32.9,12:06.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,3453,Devoe St & Lorimer St,40.71335226,-73.94910336,25967,Subscriber,1982,1
468,03:45.1,11:33.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,21418,Subscriber,1991,2
2414,06:44.3,46:58.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25273,Subscriber,1970,1
210,38:16.6,41:46.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,15950,Subscriber,1967,1
291,39:06.4,43:57.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,31087,Subscriber,1992,1
355,41:25.5,47:20.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,3461,Murray St & Greenwich St,40.71485151,-74.01122332,17085,Subscriber,1982,2
382,05:51.9,12:14.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,358,Christopher St & Greenwich St,40.73291553,-74.00711384,26903,Subscriber,1959,1
1050,11:31.8,29:02.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,19655,Subscriber,1957,1
1299,15:46.5,37:25.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,476,E 31 St & 3 Ave,40.74394314,-73.97966069,32770,Subscriber,1991,2
2507,17:14.8,59:02.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,3474,6 Ave & Spring St,40.7252557,-74.00412083,25273,Subscriber,1970,1
624,21:54.2,32:18.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,238,Bank St & Washington St,40.7361967,-74.00859207,20147,Subscriber,1952,2
2362,25:20.8,04:43.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25273,Subscriber,1970,1
1450,30:05.6,54:16.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,494,W 26 St & 8 Ave,40.74734825,-73.99723551,20382,Subscriber,1979,1
632,36:47.4,47:19.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,346,Bank St & Hudson St,40.73652889,-74.00618026,26396,Customer,1969,0
558,44:21.9,53:40.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,346,Bank St & Hudson St,40.73652889,-74.00618026,30138,Subscriber,1980,1
932,50:12.4,05:45.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,458,11 Ave & W 27 St,40.751396,-74.005226,32149,Subscriber,1966,1
657,12:28.9,23:26.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,531,Forsyth St & Broome St,40.71893904,-73.99266288,15157,Subscriber,1977,1
362,25:10.1,31:12.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,16236,Subscriber,1982,2
1272,25:13.3,46:25.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,526,E 33 St & 5 Ave,40.74765947,-73.98490707,15142,Subscriber,1990,1
2208,26:23.7,03:12.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25273,Subscriber,1970,1
443,26:35.4,33:58.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,307,Canal St & Rutgers St,40.71427487,-73.98990025,24809,Subscriber,1970,1
918,26:53.6,42:11.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17058,Subscriber,1993,1
1778,52:06.6,21:45.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,30082,Subscriber,1981,1
538,58:11.2,07:09.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,28218,Subscriber,1988,1
1345,07:13.6,29:39.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25273,Subscriber,1970,1
741,17:43.0,30:04.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,361,Allen St & Hester St,40.71605866,-73.99190759,30513,Subscriber,1956,1
436,21:27.9,28:44.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,3002,South End Ave & Liberty St,40.711512,-74.015756,26544,Subscriber,1967,1
726,34:19.0,46:25.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,439,E 4 St & 2 Ave,40.7262807,-73.98978041,20844,Subscriber,1988,1
667,45:15.5,56:23.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,473,Rivington St & Chrystie St,40.72110063,-73.9919254,17286,Subscriber,1994,1
321,21:12.5,26:33.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,3474,6 Ave & Spring St,40.7252557,-74.00412083,17042,Subscriber,1956,1
1291,28:37.6,50:08.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,519,Pershing Square North,40.751873,-73.977706,19655,Subscriber,1958,1
828,29:18.2,43:07.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,393,E 5 St & Avenue C,40.72299208,-73.97995466,18866,Subscriber,1980,1
1240,35:33.6,56:14.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,362,Broadway & W 37 St,40.75172632,-73.98753523,17461,Subscriber,1968,1
1746,43:31.0,12:37.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,388,W 26 St & 10 Ave,40.74971775,-74.00295035,25273,Subscriber,1980,2
2231,48:35.1,25:46.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,3134,3 Ave & E 62 St,40.76312584,-73.96526895,18035,Subscriber,1990,1
421,48:12.5,55:14.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,306,Cliff St & Fulton St_1,40.70823502,-74.00530063,16237,Subscriber,1992,2
1497,02:14.2,27:11.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,3393,Richards St & Delavan St,40.6794327,-74.00785041,31235,Subscriber,1963,1
381,54:59.5,01:21.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,18206,Subscriber,1974,1
607,18:35.0,28:42.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,260,Broad St & Bridge St,40.70365182,-74.01167797,30849,Subscriber,1983,1
144,19:47.1,22:11.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,31639,Subscriber,1970,1
218,23:35.0,27:13.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,30624,Subscriber,1970,1
107,28:00.1,29:48.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,30804,Subscriber,1988,1
625,00:35.5,11:00.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,335,Washington Pl & Broadway,40.72903917,-73.99404649,29052,Subscriber,1955,1
505,38:43.7,47:08.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,251,Mott St & Prince St,40.72317958,-73.99480012,31220,Subscriber,1961,1
1316,43:07.8,05:04.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,72,W 52 St & 11 Ave,40.76727216,-73.99392888,28470,Subscriber,1964,1
563,59:18.9,08:42.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,127,Barrow St & Hudson St,40.73172428,-74.00674436,30064,Subscriber,1993,2
196,08:32.2,11:48.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,21000,Subscriber,1969,2
392,13:51.7,20:24.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,376,John St & William St,40.70862144,-74.00722156,33385,Subscriber,1983,1
874,45:20.7,59:54.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,472,E 32 St & Park Ave,40.7457121,-73.98194829,16839,Subscriber,1981,1
184,31:44.9,34:49.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,146,Hudson St & Reade St,40.71625008,-74.0091059,21679,Subscriber,1976,1
332,41:35.9,47:08.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,330,Reade St & Broadway,40.71450451,-74.00562789,16144,Subscriber,1985,1
133,38:56.0,41:09.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,14628,Subscriber,1969,2
997,03:57.6,20:35.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,229,Great Jones St,40.72743423,-73.99379025,31655,Subscriber,1985,1
385,08:45.9,15:11.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,127,Barrow St & Hudson St,40.73172428,-74.00674436,17947,Subscriber,1993,2
500,16:46.4,25:06.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,376,John St & William St,40.70862144,-74.00722156,25506,Subscriber,1970,1
385,10:08.8,16:34.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,19371,Subscriber,1970,1
2651,09:01.5,53:13.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,25506,Subscriber,1970,1
1150,14:35.9,33:46.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,31020,Subscriber,1957,1
628,49:00.1,59:28.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,403,E 2 St & 2 Ave,40.72502876,-73.99069656,31449,Subscriber,1983,1
175,07:16.0,10:11.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,31387,Subscriber,1953,1
501,39:58.7,48:20.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,28903,Subscriber,1984,1
644,59:59.1,10:43.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,20579,Subscriber,1991,1
229,08:16.6,12:06.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,32761,Subscriber,1981,1
496,09:03.6,17:20.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,3435,Grand St & Elizabeth St,40.718822,-73.99596,31020,Subscriber,1976,1
486,14:26.7,22:32.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,268,Howard St & Centre St,40.71910537,-73.99973337,26674,Subscriber,1970,2
462,20:33.9,28:16.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,32854,Subscriber,1984,1
293,39:13.2,44:07.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,3461,Murray St & Greenwich St,40.71485151,-74.01122332,30316,Subscriber,1990,2
319,52:02.2,57:21.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,355,Bayard St & Baxter St,40.71602118,-73.99974372,20791,Subscriber,1951,1
1518,03:54.3,29:13.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25506,Subscriber,1970,1
973,11:45.9,27:59.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,3656,E 2 St & Avenue A,40.72307749,-73.98583621,30758,Subscriber,1987,1
743,47:55.1,00:18.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,25506,Subscriber,1970,1
2232,03:20.4,40:32.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,32740,Subscriber,1971,2
212,14:40.6,18:12.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,16392,Subscriber,1981,1
155,00:34.8,03:10.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,320,Leonard St & Church St,40.717571,-74.005549,25617,Subscriber,1975,1
1292,13:04.3,34:36.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,3080,S 4 St & Rodney St,40.70934,-73.95608,31404,Subscriber,1994,1
1380,22:25.6,45:25.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,32220,Subscriber,1971,1
383,32:02.4,38:25.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,32084,Subscriber,1980,2
895,51:42.8,06:38.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,442,W 27 St & 7 Ave,40.746647,-73.993915,32359,Subscriber,1959,1
779,26:23.0,39:22.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,150,E 2 St & Avenue C,40.7208736,-73.98085795,32091,Subscriber,1964,1
157,51:22.1,53:59.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,30862,Subscriber,1970,1
143,51:32.8,53:56.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,16119,Subscriber,1969,2
255,18:29.3,22:44.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,426,West St & Chambers St,40.71754834,-74.01322069,31345,Subscriber,1984,2
1131,05:03.9,23:55.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,534,Water - Whitehall Plaza,40.70255065,-74.0127234,25956,Customer,1969,0
461,30:42.5,38:24.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20791,Subscriber,1969,0
414,50:32.9,57:27.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,303,Mercer St & Spring St,40.72362738,-73.99949601,18324,Subscriber,1976,1
369,11:11.9,17:21.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,27840,Subscriber,1963,1
1867,24:49.9,55:57.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,519,Pershing Square North,40.751873,-73.977706,21946,Subscriber,1967,1
373,38:02.1,44:16.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,18292,Subscriber,1977,1
94,51:30.4,53:04.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,25506,Subscriber,1990,1
301,36:57.2,41:58.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,31458,Subscriber,1989,1
319,39:28.8,44:48.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,31993,Subscriber,1976,1
312,39:29.1,44:41.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,16585,Subscriber,1978,2
629,03:19.1,13:48.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,268,Howard St & Centre St,40.71910537,-73.99973337,25260,Customer,1969,0
599,03:49.7,13:49.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,268,Howard St & Centre St,40.71910537,-73.99973337,27712,Customer,1969,0
544,39:17.3,48:22.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,304,Broadway & Battery Pl,40.70463334,-74.01361706,15330,Subscriber,1988,1
249,43:05.1,47:14.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,32734,Subscriber,2001,1
1475,53:40.3,18:15.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,490,8 Ave & W 33 St,40.751551,-73.993934,21098,Subscriber,1995,1
1302,56:52.4,18:34.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,505,6 Ave & W 33 St,40.74901271,-73.98848395,31272,Subscriber,1991,1
1286,57:03.1,18:29.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,505,6 Ave & W 33 St,40.74901271,-73.98848395,33040,Subscriber,1993,2
595,26:12.0,36:07.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,3435,Grand St & Elizabeth St,40.718822,-73.99596,15196,Subscriber,1994,1
978,16:15.2,32:33.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,509,9 Ave & W 22 St,40.7454973,-74.00197139,26997,Subscriber,1983,1
966,16:18.3,32:24.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,509,9 Ave & W 22 St,40.7454973,-74.00197139,32254,Subscriber,1986,2
281,22:12.8,26:54.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,426,West St & Chambers St,40.71754834,-74.01322069,15028,Subscriber,1970,1
625,32:21.8,42:46.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,295,Pike St & E Broadway,40.71406667,-73.99293911,17003,Subscriber,1993,2
626,32:22.3,42:48.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,295,Pike St & E Broadway,40.71406667,-73.99293911,32992,Subscriber,1959,1
399,24:07.0,30:46.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,30676,Subscriber,1986,1
309,25:59.2,31:08.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,30321,Subscriber,1987,2
3337,19:41.3,15:18.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,3136,5 Ave & E 63 St,40.766368,-73.971518,17479,Customer,1969,0
11458,19:50.9,30:48.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,3136,5 Ave & E 63 St,40.766368,-73.971518,31362,Customer,1969,0
3238,21:17.4,15:15.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,3136,5 Ave & E 63 St,40.766368,-73.971518,16237,Customer,1969,0
586,46:38.0,56:25.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,33418,Subscriber,1988,1
307,58:32.4,03:40.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,426,West St & Chambers St,40.71754834,-74.01322069,18938,Subscriber,1992,2
351,00:12.0,06:03.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,32503,Subscriber,1956,1
474,10:52.1,18:46.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,3002,South End Ave & Liberty St,40.711512,-74.015756,29567,Subscriber,1978,1
503,40:18.5,48:42.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,27655,Subscriber,1985,2
339,42:29.1,48:08.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,3474,6 Ave & Spring St,40.7252557,-74.00412083,30915,Subscriber,1959,2
315,44:25.9,49:41.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,309,Murray St & West St,40.7149787,-74.013012,19738,Subscriber,1959,1
313,44:27.6,49:41.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,309,Murray St & West St,40.7149787,-74.013012,25237,Subscriber,1993,2
280,48:06.3,52:46.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,31363,Subscriber,2001,1
1102,51:29.0,09:51.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,334,W 20 St & 7 Ave,40.74238787,-73.99726235,25683,Subscriber,1969,2
910,38:19.6,53:30.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,237,E 11 St & 2 Ave,40.73047309,-73.98672378,32735,Subscriber,1983,1
953,50:24.6,06:17.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,21008,Subscriber,1992,2
911,50:59.9,06:11.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,32575,Customer,1969,0
550,45:25.9,54:36.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,3002,South End Ave & Liberty St,40.711512,-74.015756,16550,Subscriber,1956,2
2313,57:52.7,36:26.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,3163,Central Park West & W 68 St,40.7734066,-73.97782542,32480,Subscriber,1957,1
410,59:49.5,06:40.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,32459,Subscriber,1984,2
1111,02:26.9,20:58.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,302,Avenue D & E 3 St,40.72082834,-73.97793172,18495,Subscriber,1993,1
2548,04:17.7,46:46.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,257,Lispenard St & Broadway,40.71939226,-74.00247214,26678,Subscriber,1970,1
823,32:13.0,45:56.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,361,Allen St & Hester St,40.71605866,-73.99190759,16273,Subscriber,1960,1
442,10:04.9,17:27.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,127,Barrow St & Hudson St,40.73172428,-74.00674436,16936,Subscriber,1962,1
394,17:20.1,23:54.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,368,Carmine St & 6 Ave,40.73038599,-74.00214988,26930,Subscriber,1988,1
163,21:55.4,24:39.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,20734,Subscriber,1961,2
1112,54:28.2,13:00.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,3259,9 Ave & W 28 St,40.74937024,-73.99923384,14547,Subscriber,1987,1
618,23:43.1,34:01.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,17877,Subscriber,1989,2
736,49:50.4,02:06.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,79,Franklin St & W Broadway,40.71911552,-74.00666661,28633,Subscriber,1970,1
383,45:09.4,51:32.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,347,Greenwich St & W Houston St,40.728846,-74.008591,19739,Subscriber,1994,2
2463,55:00.3,36:03.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,259,South St & Whitehall St,40.70122128,-74.01234218,28633,Subscriber,1970,1
283,57:38.4,02:21.8,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,15974,Subscriber,2001,1
581,20:35.5,30:16.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,483,E 12 St & 3 Ave,40.73223272,-73.98889957,19037,Subscriber,1983,1
1279,29:12.6,50:32.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,316,Fulton St & William St,40.70955958,-74.00653609,19059,Subscriber,1992,2
198,05:11.2,08:29.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,152,Warren St & Church St,40.71473993,-74.00910627,26091,Subscriber,1957,1
911,06:23.8,21:35.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,18878,Subscriber,1953,1
139,26:46.2,29:05.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,21624,Subscriber,1962,2
325,02:05.0,07:30.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,32012,Subscriber,1970,1
291,34:06.6,38:58.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,30453,Subscriber,1978,1
390,39:10.5,45:40.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,387,Centre St & Chambers St,40.71273266,-74.0046073,32824,Subscriber,1979,1
928,39:52.5,55:20.7,79,Franklin St & W Broadway,40.71911552,-74.00666661,361,Allen St & Hester St,40.71605866,-73.99190759,17824,Subscriber,1974,1
612,45:06.1,55:19.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,361,Allen St & Hester St,40.71605866,-73.99190759,28294,Customer,1969,0
526,46:02.8,54:49.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,3467,W Broadway & Spring Street,40.72494672,-74.00165856,21624,Subscriber,1994,2
753,46:03.3,58:37.0,79,Franklin St & W Broadway,40.71911552,-74.00666661,3474,6 Ave & Spring St,40.7252557,-74.00412083,19863,Subscriber,1963,1
2533,20:15.2,02:29.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,128,MacDougal St & Prince St,40.72710258,-74.00297088,28633,Subscriber,1970,1
850,27:48.3,41:59.2,79,Franklin St & W Broadway,40.71911552,-74.00666661,446,W 24 St & 7 Ave,40.74487634,-73.99529885,19856,Subscriber,1969,0
1500,49:49.6,14:50.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,16152,Subscriber,1992,2
371,04:34.3,10:45.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3467,W Broadway & Spring Street,40.72494672,-74.00165856,32873,Subscriber,1989,2
263,50:00.3,54:23.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,3467,W Broadway & Spring Street,40.72494672,-74.00165856,30037,Subscriber,1982,1
475,45:18.2,53:13.9,79,Franklin St & W Broadway,40.71911552,-74.00666661,376,John St & William St,40.70862144,-74.00722156,28633,Subscriber,1970,1
422,15:57.7,23:00.3,79,Franklin St & W Broadway,40.71911552,-74.00666661,412,Forsyth St & Canal St,40.7158155,-73.99422366,16724,Subscriber,1998,1
717,20:11.5,32:08.6,79,Franklin St & W Broadway,40.71911552,-74.00666661,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,27666,Subscriber,1994,1
138,53:16.9,55:35.4,79,Franklin St & W Broadway,40.71911552,-74.00666661,276,Duane St & Greenwich St,40.71748752,-74.0104554,31501,Subscriber,1982,1
1795,29:54.6,59:50.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,532,S 5 Pl & S 5 St,40.710451,-73.960876,20512,Subscriber,1994,1
